"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"6556","ZNF200","zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]",0.181501496,0.522468363,"cortical organoid","Urresti et al. 2021","ENSG00000010539","No"
"6557","SMYD2","SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:20982]",-0.044039751,0.938971467,"cortical organoid","Urresti et al. 2021","ENSG00000143499","No"
"6558","CAB39","calcium binding protein 39 [Source:HGNC Symbol;Acc:20292]",0.096275779,0.678762293,"cortical organoid","Urresti et al. 2021","ENSG00000135932","No"
"6559","MED19","mediator complex subunit 19 [Source:HGNC Symbol;Acc:29600]",0.107423444,0.785556688,"cortical organoid","Urresti et al. 2021","ENSG00000156603","No"
"6560","CTDSP1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 [Source:HGNC Symbol;Acc:21614]",-0.028683509,0.96077514,"cortical organoid","Urresti et al. 2021","ENSG00000144579","No"
"6561","TTC23L","tetratricopeptide repeat domain 23-like [Source:HGNC Symbol;Acc:26355]",-0.249522593,0.62099037,"cortical organoid","Urresti et al. 2021","ENSG00000205838","No"
"6562","AGK","acylglycerol kinase [Source:HGNC Symbol;Acc:21869]",-0.107251464,0.75120383,"cortical organoid","Urresti et al. 2021","ENSG00000006530","No"
"6563","ABHD10","abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:25656]",-0.167779949,0.437191251,"cortical organoid","Urresti et al. 2021","ENSG00000144827","No"
"6564","ARID3A","AT rich interactive domain 3A (BRIGHT-like) [Source:HGNC Symbol;Acc:3031]",-0.183770736,0.692246956,"cortical organoid","Urresti et al. 2021","ENSG00000116017","No"
"6565","EDF1","endothelial differentiation-related factor 1 [Source:HGNC Symbol;Acc:3164]",-0.071574025,0.779281823,"cortical organoid","Urresti et al. 2021","ENSG00000107223","No"
"6566","CAPZB","capping protein (actin filament) muscle Z-line, beta [Source:HGNC Symbol;Acc:1491]",-0.069780979,0.812085969,"cortical organoid","Urresti et al. 2021","ENSG00000077549","No"
"6567","MFAP4","microfibrillar-associated protein 4 [Source:HGNC Symbol;Acc:7035]",0.223471734,0.640210552,"cortical organoid","Urresti et al. 2021","ENSG00000166482","No"
"6568","PDAP1","PDGFA associated protein 1 [Source:HGNC Symbol;Acc:14634]",-0.092243855,0.614714909,"cortical organoid","Urresti et al. 2021","ENSG00000106244","No"
"6569","RP3-418C23.2","",0.547448178,0.734163325,"cortical organoid","Urresti et al. 2021","ENSG00000226684","No"
"6570","SLC35F5","solute carrier family 35, member F5 [Source:HGNC Symbol;Acc:23617]",0.105008254,0.734909406,"cortical organoid","Urresti et al. 2021","ENSG00000115084","No"
"6571","CTD-2228K2.7","",-0.57680421,0.334768512,"cortical organoid","Urresti et al. 2021","ENSG00000225138","No"
"6572","ACY1","aminoacylase 1 [Source:HGNC Symbol;Acc:177]",-0.153622511,0.686321594,"cortical organoid","Urresti et al. 2021","ENSG00000243989","No"
"6573","ATAD2B","ATPase family, AAA domain containing 2B [Source:HGNC Symbol;Acc:29230]",-0.08461899,0.758588803,"cortical organoid","Urresti et al. 2021","ENSG00000119778","No"
"6574","UBE4B","ubiquitination factor E4B [Source:HGNC Symbol;Acc:12500]",-0.144736389,0.430910668,"cortical organoid","Urresti et al. 2021","ENSG00000130939","No"
"6575","TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:30760]",0.014859182,0.980529451,"cortical organoid","Urresti et al. 2021","ENSG00000134851","No"
"6576","AFF4","AF4/FMR2 family, member 4 [Source:HGNC Symbol;Acc:17869]",0.15456084,0.610272755,"cortical organoid","Urresti et al. 2021","ENSG00000072364","No"
"6577","PANK2","pantothenate kinase 2 [Source:HGNC Symbol;Acc:15894]",0.165766001,0.474973153,"cortical organoid","Urresti et al. 2021","ENSG00000125779","No"
"6578","SLC13A4","solute carrier family 13 (sodium/sulfate symporter), member 4 [Source:HGNC Symbol;Acc:15827]",-0.043633823,0.979671192,"cortical organoid","Urresti et al. 2021","ENSG00000164707","No"
"6579","ERCC6","excision repair cross-complementing rodent repair deficiency, complementation group 6 [Source:HGNC Symbol;Acc:3438]",-0.141870505,0.688152322,"cortical organoid","Urresti et al. 2021","ENSG00000225830","No"
"6580","RPL7P1","ribosomal protein L7 pseudogene 1 [Source:HGNC Symbol;Acc:10367]",-0.421401696,0.458839611,"cortical organoid","Urresti et al. 2021","ENSG00000214485","No"
"6581","SAAL1","serum amyloid A-like 1 [Source:HGNC Symbol;Acc:25158]",0.012990082,0.981762342,"cortical organoid","Urresti et al. 2021","ENSG00000166788","No"
"6582","RNMTL1","RNA methyltransferase like 1 [Source:HGNC Symbol;Acc:18485]",0.109617413,0.693268766,"cortical organoid","Urresti et al. 2021","ENSG00000171861","No"
"6583","SERGEF","secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:17499]",-0.047870298,0.911555809,"cortical organoid","Urresti et al. 2021","ENSG00000129158","No"
"6584","PNRC2","proline-rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:23158]",-0.202805834,0.301178933,"cortical organoid","Urresti et al. 2021","ENSG00000189266","No"
"6585","RGS14","regulator of G-protein signaling 14 [Source:HGNC Symbol;Acc:9996]",-0.375683374,0.476162517,"cortical organoid","Urresti et al. 2021","ENSG00000169220","No"
"6586","CTH","cystathionase (cystathionine gamma-lyase) [Source:HGNC Symbol;Acc:2501]",0.246626922,0.694614354,"cortical organoid","Urresti et al. 2021","ENSG00000116761","No"
"6587","RP11-408P14.1","",-0.355397467,0.4536036,"cortical organoid","Urresti et al. 2021","ENSG00000243199","No"
"6588","TMEM55A","transmembrane protein 55A [Source:HGNC Symbol;Acc:25452]",-0.082345735,0.775530429,"cortical organoid","Urresti et al. 2021","ENSG00000155099","No"
"6589","ARPC4-TTLL3","ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:38830]",-0.08701354,0.92134373,"cortical organoid","Urresti et al. 2021","ENSG00000250151","No"
"6590","STK16","serine/threonine kinase 16 [Source:HGNC Symbol;Acc:11394]",-0.167179779,0.542257605,"cortical organoid","Urresti et al. 2021","ENSG00000115661","No"
"6591","GTF3A","general transcription factor IIIA [Source:HGNC Symbol;Acc:4662]",0.114959854,0.846461049,"cortical organoid","Urresti et al. 2021","ENSG00000122034","No"
"6592","KLF8","Kruppel-like factor 8 [Source:HGNC Symbol;Acc:6351]",0.173646883,0.785865158,"cortical organoid","Urresti et al. 2021","ENSG00000102349","No"
"6593","USPL1","ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:20294]",0.096438203,0.751359171,"cortical organoid","Urresti et al. 2021","ENSG00000132952","No"
"6594","ZEB2","zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:14881]",0.116703362,0.83592555,"cortical organoid","Urresti et al. 2021","ENSG00000169554","No"
"6595","TRIM21","tripartite motif containing 21 [Source:HGNC Symbol;Acc:11312]",0.364565648,0.608539725,"cortical organoid","Urresti et al. 2021","ENSG00000132109","No"
"6596","TUBGCP5","tubulin, gamma complex associated protein 5 [Source:HGNC Symbol;Acc:18600]",-0.029033309,0.974680284,"cortical organoid","Urresti et al. 2021","ENSG00000153575","No"
"6597","RP11-686O6.2","",-0.136747011,0.889584895,"cortical organoid","Urresti et al. 2021","ENSG00000273456","No"
"6598","LINC00662","long intergenic non-protein coding RNA 662 [Source:HGNC Symbol;Acc:27122]",-0.372944846,0.60384748,"cortical organoid","Urresti et al. 2021","ENSG00000261824","No"
"6599","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) [Source:HGNC Symbol;Acc:6139]",0.282419713,0.548807068,"cortical organoid","Urresti et al. 2021","ENSG00000005884","No"
"6600","TRPM4","transient receptor potential cation channel, subfamily M, member 4 [Source:HGNC Symbol;Acc:17993]",-0.435671461,0.703921309,"cortical organoid","Urresti et al. 2021","ENSG00000130529","No"
"6601","GNB5","guanine nucleotide binding protein (G protein), beta 5 [Source:HGNC Symbol;Acc:4401]",-0.016420615,0.97229176,"cortical organoid","Urresti et al. 2021","ENSG00000069966","No"
"6602","HDAC3","histone deacetylase 3 [Source:HGNC Symbol;Acc:4854]",-0.076933144,0.708748096,"cortical organoid","Urresti et al. 2021","ENSG00000171720","No"
"6603","SH3GL1","SH3-domain GRB2-like 1 [Source:HGNC Symbol;Acc:10830]",-0.154050114,0.683973411,"cortical organoid","Urresti et al. 2021","ENSG00000141985","No"
"6604","DEPTOR","DEP domain containing MTOR-interacting protein [Source:HGNC Symbol;Acc:22953]",-0.269955666,0.614714909,"cortical organoid","Urresti et al. 2021","ENSG00000155792","No"
"6605","AVPI1","arginine vasopressin-induced 1 [Source:HGNC Symbol;Acc:30898]",-0.139736972,0.797229306,"cortical organoid","Urresti et al. 2021","ENSG00000119986","No"
"6606","ZNF446","zinc finger protein 446 [Source:HGNC Symbol;Acc:21036]",-0.006791132,0.986820871,"cortical organoid","Urresti et al. 2021","ENSG00000083838","No"
"6607","PSME1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Source:HGNC Symbol;Acc:9568]",0.140221396,0.587691295,"cortical organoid","Urresti et al. 2021","ENSG00000092010","No"
"6608","COMMD4","COMM domain containing 4 [Source:HGNC Symbol;Acc:26027]",-0.037113913,0.960217802,"cortical organoid","Urresti et al. 2021","ENSG00000140365","No"
"6609","ZSWIM4","zinc finger, SWIM-type containing 4 [Source:HGNC Symbol;Acc:25704]",0.111916859,0.849182286,"cortical organoid","Urresti et al. 2021","ENSG00000132003","No"
"6610","RAB2A","RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:9763]",-0.042268768,0.871457306,"cortical organoid","Urresti et al. 2021","ENSG00000104388","No"
"6611","MRPL54","mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:16685]",0.098150007,0.821275768,"cortical organoid","Urresti et al. 2021","ENSG00000183617","No"
"6612","HID1","HID1 domain containing [Source:HGNC Symbol;Acc:15736]",0.149900604,0.665172171,"cortical organoid","Urresti et al. 2021","ENSG00000167861","No"
"6613","DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:2893]",-0.157695509,0.772933623,"cortical organoid","Urresti et al. 2021","ENSG00000050165","No"
"6614","CCDC33","coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:26552]",-0.470794923,0.750458281,"cortical organoid","Urresti et al. 2021","ENSG00000140481","No"
"6615","WASF3","WAS protein family, member 3 [Source:HGNC Symbol;Acc:12734]",0.065581151,0.845945274,"cortical organoid","Urresti et al. 2021","ENSG00000132970","No"
"6616","ZDHHC21","zinc finger, DHHC-type containing 21 [Source:HGNC Symbol;Acc:20750]",-0.023951426,0.961742208,"cortical organoid","Urresti et al. 2021","ENSG00000175893","No"
"6617","RIOK1","RIO kinase 1 [Source:HGNC Symbol;Acc:18656]",0.102669977,0.724244051,"cortical organoid","Urresti et al. 2021","ENSG00000124784","No"
"6618","ZNF674","zinc finger protein 674 [Source:HGNC Symbol;Acc:17625]",0.163230152,0.773798812,"cortical organoid","Urresti et al. 2021","ENSG00000251192","No"
"6619","B4GALT3","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:HGNC Symbol;Acc:926]",-0.0228925,0.94387034,"cortical organoid","Urresti et al. 2021","ENSG00000158850","No"
"6620","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:16851]",-0.073633308,0.82793914,"cortical organoid","Urresti et al. 2021","ENSG00000136828","No"
"6621","PLCB1","phospholipase C, beta 1 (phosphoinositide-specific) [Source:HGNC Symbol;Acc:15917]",0.186527743,0.81892025,"cortical organoid","Urresti et al. 2021","ENSG00000182621","No"
"6622","R3HDM2","R3H domain containing 2 [Source:HGNC Symbol;Acc:29167]",0.014415024,0.978799127,"cortical organoid","Urresti et al. 2021","ENSG00000179912","No"
"6623","CXorf40B","chromosome X open reading frame 40B [Source:HGNC Symbol;Acc:17402]",0.069346502,0.802203292,"cortical organoid","Urresti et al. 2021","ENSG00000197021","No"
"6624","BLOC1S1","biogenesis of lysosomal organelles complex-1, subunit 1 [Source:HGNC Symbol;Acc:4200]",0.01173218,0.984808433,"cortical organoid","Urresti et al. 2021","ENSG00000135441","No"
"6625","C1orf145","chromosome 1 open reading frame 145 [Source:HGNC Symbol;Acc:32047]",-0.2045454,0.776533176,"cortical organoid","Urresti et al. 2021","ENSG00000162913","No"
"6626","SIN3A","SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:19353]",-0.013097847,0.975265292,"cortical organoid","Urresti et al. 2021","ENSG00000169375","No"
"6627","SFMBT2","Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:20256]",0.072988824,0.905206513,"cortical organoid","Urresti et al. 2021","ENSG00000198879","No"
"6628","SPTBN2","spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:11276]",0.06178237,0.953174197,"cortical organoid","Urresti et al. 2021","ENSG00000173898","No"
"6629","NGRN","neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:18077]",0.022890882,0.971118541,"cortical organoid","Urresti et al. 2021","ENSG00000182768","No"
"6630","ZNF236","zinc finger protein 236 [Source:HGNC Symbol;Acc:13028]",-0.026306517,0.960283062,"cortical organoid","Urresti et al. 2021","ENSG00000130856","No"
"6631","LGI2","leucine-rich repeat LGI family, member 2 [Source:HGNC Symbol;Acc:18710]",-0.558312186,0.143537996,"cortical organoid","Urresti et al. 2021","ENSG00000153012","No"
"6632","UBE2M","ubiquitin-conjugating enzyme E2M [Source:HGNC Symbol;Acc:12491]",0.070910763,0.80541755,"cortical organoid","Urresti et al. 2021","ENSG00000130725","No"
"6633","BRI3BP","BRI3 binding protein [Source:HGNC Symbol;Acc:14251]",-0.086511629,0.867122454,"cortical organoid","Urresti et al. 2021","ENSG00000184992","No"
"6634","ZNF680","zinc finger protein 680 [Source:HGNC Symbol;Acc:26897]",0.906191798,0.490035514,"cortical organoid","Urresti et al. 2021","ENSG00000173041","No"
"6635","JMJD1C","jumonji domain containing 1C [Source:HGNC Symbol;Acc:12313]",-0.120365211,0.62071722,"cortical organoid","Urresti et al. 2021","ENSG00000171988","No"
"6636","RP11-890B15.3","",0.179147794,0.821275768,"cortical organoid","Urresti et al. 2021","ENSG00000255455","No"
"6637","INTS7","integrator complex subunit 7 [Source:HGNC Symbol;Acc:24484]",0.038352819,0.967540836,"cortical organoid","Urresti et al. 2021","ENSG00000143493","No"
"6638","NPAS1","neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:7894]",0.469652964,0.559433176,"cortical organoid","Urresti et al. 2021","ENSG00000130751","No"
"6639","TOPBP1","topoisomerase (DNA) II binding protein 1 [Source:HGNC Symbol;Acc:17008]",0.071009258,0.837558794,"cortical organoid","Urresti et al. 2021","ENSG00000163781","No"
"6640","TRIM62","tripartite motif containing 62 [Source:HGNC Symbol;Acc:25574]",0.116191761,0.857383431,"cortical organoid","Urresti et al. 2021","ENSG00000116525","No"
"6641","LRRC37B","leucine rich repeat containing 37B [Source:HGNC Symbol;Acc:29070]",0.042176847,0.937157846,"cortical organoid","Urresti et al. 2021","ENSG00000185158","No"
"6642","RMDN2","regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:26567]",-0.403983338,0.473808645,"cortical organoid","Urresti et al. 2021","ENSG00000115841","No"
"6643","SLC26A10","solute carrier family 26, member 10 [Source:HGNC Symbol;Acc:14470]",0.287410959,0.699717603,"cortical organoid","Urresti et al. 2021","ENSG00000135502","No"
"6644","ACBD7","acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:17715]",0.246203288,0.778114973,"cortical organoid","Urresti et al. 2021","ENSG00000176244","No"
"6645","FAM200B","family with sequence similarity 200, member B [Source:HGNC Symbol;Acc:27740]",-0.054389169,0.868969512,"cortical organoid","Urresti et al. 2021","ENSG00000237765","No"
"6646","NAGK","N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:17174]",-0.021525464,0.974767262,"cortical organoid","Urresti et al. 2021","ENSG00000124357","No"
"6647","POLD2","polymerase (DNA directed), delta 2, accessory subunit [Source:HGNC Symbol;Acc:9176]",-0.05357876,0.890672239,"cortical organoid","Urresti et al. 2021","ENSG00000106628","No"
"6648","TRAPPC2","trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:23068]",-0.139235959,0.569556067,"cortical organoid","Urresti et al. 2021","ENSG00000196459","No"
"6649","ZNF45","zinc finger protein 45 [Source:HGNC Symbol;Acc:13111]",0.143555437,0.628087464,"cortical organoid","Urresti et al. 2021","ENSG00000124459","No"
"6650","ARHGAP42","Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:26545]",-0.151515745,0.745463924,"cortical organoid","Urresti et al. 2021","ENSG00000165895","No"
"6651","RNASEH2B","ribonuclease H2, subunit B [Source:HGNC Symbol;Acc:25671]",0.40786465,0.517802074,"cortical organoid","Urresti et al. 2021","ENSG00000136104","No"
"6652","GPBP1L1","GC-rich promoter binding protein 1-like 1 [Source:HGNC Symbol;Acc:28843]",-0.092147686,0.736772601,"cortical organoid","Urresti et al. 2021","ENSG00000159592","No"
"6653","EPN2","epsin 2 [Source:HGNC Symbol;Acc:18639]",0.038669384,0.859419742,"cortical organoid","Urresti et al. 2021","ENSG00000072134","No"
"6654","CHIC1","cysteine-rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:1934]",-0.127931598,0.702635507,"cortical organoid","Urresti et al. 2021","ENSG00000204116","No"
"6655","ACYP1","acylphosphatase 1, erythrocyte (common) type [Source:HGNC Symbol;Acc:179]",0.427202098,0.439420196,"cortical organoid","Urresti et al. 2021","ENSG00000119640","No"
"6656","ZNF248","zinc finger protein 248 [Source:HGNC Symbol;Acc:13041]",-0.171294218,0.976390756,"cortical organoid","Urresti et al. 2021","ENSG00000198105","No"
"6657","LIN7A","lin-7 homolog A (C. elegans) [Source:HGNC Symbol;Acc:17787]",-0.068584717,0.898293701,"cortical organoid","Urresti et al. 2021","ENSG00000111052","No"
"6658","CGGBP1","CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:1888]",0.043098884,0.900029113,"cortical organoid","Urresti et al. 2021","ENSG00000163320","No"
"6659","ZFYVE9","zinc finger, FYVE domain containing 9 [Source:HGNC Symbol;Acc:6775]",0.009074243,0.978632849,"cortical organoid","Urresti et al. 2021","ENSG00000157077","No"
"6660","PPP1R26","protein phosphatase 1, regulatory subunit 26 [Source:HGNC Symbol;Acc:29089]",-0.112831823,0.67075463,"cortical organoid","Urresti et al. 2021","ENSG00000196422","No"
"6661","L3MBTL3","l(3)mbt-like 3 (Drosophila) [Source:HGNC Symbol;Acc:23035]",-0.119132522,0.721609381,"cortical organoid","Urresti et al. 2021","ENSG00000198945","No"
"6662","MYO1C","myosin IC [Source:HGNC Symbol;Acc:7597]",0.226448368,0.662333953,"cortical organoid","Urresti et al. 2021","ENSG00000197879","No"
"6663","RPPH1","ribonuclease P RNA component H1 [Source:HGNC Symbol;Acc:19273]",-0.411804716,0.631661914,"cortical organoid","Urresti et al. 2021","ENSG00000259001","No"
