"gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"SOX2-OT","SOX2 overlapping transcript (non-protein coding) [Source:HGNC Symbol;Acc:20209]",-0.174451127,0.48342341,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000242808","No"
"NMD3","NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:24250]",-0.047304175,0.588055296,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169251","No"
"RAD50","RAD50 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:9816]",-0.153879369,0.323412897,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000113522","No"
"METTL2B","methyltransferase like 2B [Source:HGNC Symbol;Acc:18272]",-0.197383339,0.10578693,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000165055","No"
"CTB-25B13.12","",-0.018408856,0.955333847,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000267317","No"
"SCG3","secretogranin III [Source:HGNC Symbol;Acc:13707]",-0.185439262,0.248735036,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000104112","No"
"MPHOSPH10","M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:HGNC Symbol;Acc:7213]",0.015403024,0.871652106,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000124383","No"
"DAG1","dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:2666]",0.013778688,0.83379419,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000173402","No"
"IFI44","interferon-induced protein 44 [Source:HGNC Symbol;Acc:16938]",0.224043086,0.376874843,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137965","No"
"MNAT1","MNAT CDK-activating kinase assembly factor 1 [Source:HGNC Symbol;Acc:7181]",-0.041424815,0.635386314,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000020426","No"
"PLCD4","phospholipase C, delta 4 [Source:HGNC Symbol;Acc:9062]",0.2331804,0.603684656,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115556","No"
"C2orf68","chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:34353]",0.040879004,0.547715278,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168887","No"
"NNAT","neuronatin [Source:HGNC Symbol;Acc:7860]",0.510794419,0.636316889,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000053438","No"
"GPR22","G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:4477]",-0.555184842,0.035166043,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172209","No"
"OSBPL11","oxysterol binding protein-like 11 [Source:HGNC Symbol;Acc:16397]",0.138006511,0.269741203,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000144909","No"
"FMNL3","formin-like 3 [Source:HGNC Symbol;Acc:23698]",-0.035478125,0.813059059,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000161791","No"
"NFATC2IP","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein [Source:HGNC Symbol;Acc:25906]",-0.074366019,0.443584761,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000176953","No"
"KIAA1467","KIAA1467 [Source:HGNC Symbol;Acc:29288]",0.072288791,0.36036594,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000084444","No"
"PAQR4","progestin and adipoQ receptor family member IV [Source:HGNC Symbol;Acc:26386]",-0.137364556,0.405756739,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000162073","No"
"SNORA68","small nucleolar RNA, H/ACA box 68 [Source:HGNC Symbol;Acc:10225]",0.116274086,0.786025492,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000207166","No"
"ZNF77","zinc finger protein 77 [Source:HGNC Symbol;Acc:13150]",0.187626973,0.387323982,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000175691","No"
"PEAK1","pseudopodium-enriched atypical kinase 1 [Source:HGNC Symbol;Acc:29431]",0.298624638,0.042584974,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000173517","No"
"TRPM3","transient receptor potential cation channel, subfamily M, member 3 [Source:HGNC Symbol;Acc:17992]",0.488188492,0.027538742,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000083067","No"
"ATG16L2","autophagy related 16-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:25464]",0.295004716,0.221967627,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168010","No"
"GFRA2","GDNF family receptor alpha 2 [Source:HGNC Symbol;Acc:4244]",0.049503069,0.828663171,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168546","No"
"FBXO38","F-box protein 38 [Source:HGNC Symbol;Acc:28844]",0.003580772,0.968024877,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000145868","No"
"C2orf50","chromosome 2 open reading frame 50 [Source:HGNC Symbol;Acc:26324]",-0.315826189,0.197557091,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000150873","No"
"TJP2","tight junction protein 2 [Source:HGNC Symbol;Acc:11828]",-0.020663742,0.938013436,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000119139","No"
"KIF16B","kinesin family member 16B [Source:HGNC Symbol;Acc:15869]",0.035219938,0.812484971,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000089177","No"
"RP11-849H4.2","Putative short transient receptor potential channel 2-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZNB5]",-0.036166848,0.859546155,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000254469","No"
"DCXR","dicarbonyl/L-xylulose reductase [Source:HGNC Symbol;Acc:18985]",-0.052982372,0.713033973,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169738","No"
"NCAPG2","non-SMC condensin II complex, subunit G2 [Source:HGNC Symbol;Acc:21904]",0.045788418,0.675028405,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000146918","No"
"CSPG5","chondroitin sulfate proteoglycan 5 (neuroglycan C) [Source:HGNC Symbol;Acc:2467]",-0.12196426,0.518702253,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000114646","No"
"DMTN","dematin actin binding protein [Source:HGNC Symbol;Acc:3382]",-0.102609445,0.424308407,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000158856","No"
"PPAT","phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:9238]",-0.045352282,0.649000014,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000128059","No"
"ARHGAP5","Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:675]",0.088076168,0.330357017,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100852","No"
"DDX31","DEAD (Asp-Glu-Ala-Asp) box polypeptide 31 [Source:HGNC Symbol;Acc:16715]",-0.057386017,0.557523794,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000125485","No"
"PDIA2","protein disulfide isomerase family A, member 2 [Source:HGNC Symbol;Acc:14180]",-0.254422973,0.385812357,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185615","No"
"SPCS2P4","signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 4 [Source:HGNC Symbol;Acc:45237]",-0.247620334,0.452693699,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000228589","No"
"MTUS2","microtubule associated tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:20595]",-0.100173641,0.627949188,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132938","No"
"ABHD14A","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:24538]",-0.073374025,0.555721283,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000248487","No"
"RPS24","ribosomal protein S24 [Source:HGNC Symbol;Acc:10411]",-0.029682301,0.66248351,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000138326","No"
"ADD1","adducin 1 (alpha) [Source:HGNC Symbol;Acc:243]",-0.172469696,0.045065756,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000087274","No"
"ZNF320","zinc finger protein 320 [Source:HGNC Symbol;Acc:13842]",-0.006111024,0.948422824,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000182986","No"
"GLO1","glyoxalase I [Source:HGNC Symbol;Acc:4323]",-0.114322943,0.162871186,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000124767","No"
"SELO","Selenoprotein O  [Source:UniProtKB/Swiss-Prot;Acc:Q9BVL4]",-0.011111139,0.928684433,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000073169","No"
"LZIC","leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:17497]",-0.154343659,0.046318735,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000162441","No"
"SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:HGNC Symbol;Acc:16770]",0.044806373,0.776329269,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137872","No"
"LYRM7","LYR motif containing 7 [Source:HGNC Symbol;Acc:28072]",0.022520159,0.77314289,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000186687","No"
"TRA2A","transformer 2 alpha homolog (Drosophila) [Source:HGNC Symbol;Acc:16645]",-0.148304594,0.086032613,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164548","No"
"SCARNA2","small Cajal body-specific RNA 2 [Source:HGNC Symbol;Acc:32558]",0.089507328,0.643497949,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000270066","No"
"NRXN1","neurexin 1 [Source:HGNC Symbol;Acc:8008]",-0.17544834,0.183023593,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179915","No"
"ING5","inhibitor of growth family, member 5 [Source:HGNC Symbol;Acc:19421]",0.085926062,0.426352474,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168395","No"
"HIGD1A","HIG1 hypoxia inducible domain family, member 1A [Source:HGNC Symbol;Acc:29527]",-0.006798515,0.942925279,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000181061","No"
"GADD45GIP1","growth arrest and DNA-damage-inducible, gamma interacting protein 1 [Source:HGNC Symbol;Acc:29996]",-0.048646515,0.672713425,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179271","No"
"RAB3GAP1","RAB3 GTPase activating protein subunit 1 (catalytic) [Source:HGNC Symbol;Acc:17063]",-0.056928556,0.472529189,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115839","No"
"EMB","embigin [Source:HGNC Symbol;Acc:30465]",-0.286674898,0.173684486,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170571","No"
"ZC3H6","zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:24762]",0.141107979,0.24366259,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000188177","No"
"ARFGAP1","ADP-ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:15852]",0.005934309,0.961081961,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101199","No"
"TFPT","TCF3 (E2A) fusion partner (in childhood Leukemia) [Source:HGNC Symbol;Acc:13630]",-0.18035609,0.131347092,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000105619","No"
"GPHN","gephyrin [Source:HGNC Symbol;Acc:15465]",-0.014758055,0.920504599,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171723","No"
"GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:4341]",-0.012053314,0.913129944,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135821","No"
"TMEM8B","transmembrane protein 8B [Source:HGNC Symbol;Acc:21427]",0.123251029,0.370423933,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137103","No"
"RP11-706O15.3","",2.930596581,0.009738598,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000234449","No"
"PIGB","phosphatidylinositol glycan anchor biosynthesis, class B [Source:HGNC Symbol;Acc:8959]",0.126477288,0.463906148,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000069943","No"
"RSBN1L-AS1","RSBN1L antisense RNA 1 [Source:HGNC Symbol;Acc:44173]",0.053454044,0.674328869,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000214293","No"
"FCHO2","FCH domain only 2 [Source:HGNC Symbol;Acc:25180]",0.045167145,0.651206056,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000157107","No"
"TCAIM","T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:25241]",-0.107161162,0.262564962,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000179152","No"
"RP11-195F19.9","",0.024680861,0.918353333,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000230074","No"
"GPATCH4","G patch domain containing 4 [Source:HGNC Symbol;Acc:25982]",0.091277305,0.636741887,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160818","No"
"CCDC61","coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:33629]",-0.15363839,0.441241916,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000104983","No"
"NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302]",-0.317638571,0.098424825,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172260","No"
"DKC1","dyskeratosis congenita 1, dyskerin [Source:HGNC Symbol;Acc:2890]",0.067194615,0.46267169,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000130826","No"
"RP11-725P16.2","",-0.458288108,0.270191154,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000272769","No"
"IRF1","interferon regulatory factor 1 [Source:HGNC Symbol;Acc:6116]",-0.094969254,0.690405486,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000125347","No"
"LSAMP","limbic system-associated membrane protein [Source:HGNC Symbol;Acc:6705]",0.138507251,0.328086645,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185565","No"
"AGT","angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:HGNC Symbol;Acc:333]",-0.579262775,0.254632855,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135744","No"
"MTX3","metaxin 3 [Source:HGNC Symbol;Acc:24812]",0.007942389,0.958330526,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000177034","No"
"MED28","mediator complex subunit 28 [Source:HGNC Symbol;Acc:24628]",0.208879063,0.067674655,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000118579","No"
"ARL5A","ADP-ribosylation factor-like 5A [Source:HGNC Symbol;Acc:696]",-0.013771274,0.824761398,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000162980","No"
"SRRM1","serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:16638]",0.239634399,0.119261357,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000133226","No"
"CASC7","cancer susceptibility candidate 7 (non-protein coding) [Source:HGNC Symbol;Acc:48905]",0.148576112,0.380816319,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000259758","No"
"CANX","calnexin [Source:HGNC Symbol;Acc:1473]",-0.049261916,0.602069982,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000127022","No"
"ZNF835","zinc finger protein 835 [Source:HGNC Symbol;Acc:34332]",4.691041272,4.39e-05,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000127903","No"
"RAB11B-AS1","RAB11B antisense RNA 1 [Source:HGNC Symbol;Acc:44178]",0.082860105,0.682536805,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000269386","No"
"NUB1","negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]",-0.019058762,0.76657128,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000013374","No"
"CX3CL1","chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:10647]",0.103020623,0.514551396,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000006210","No"
"SIRT1","sirtuin 1 [Source:HGNC Symbol;Acc:14929]",0.00702468,0.923871766,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000096717","No"
"LOH12CR1","loss of heterozygosity, 12, chromosomal region 1 [Source:HGNC Symbol;Acc:17950]",0.044934696,0.75077866,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000165714","No"
"PRC1","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:9341]",0.034143398,0.818600667,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198901","No"
"UPF3A","UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:HGNC Symbol;Acc:20332]",0.123494587,0.277271156,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169062","No"
"GLB1","galactosidase, beta 1 [Source:HGNC Symbol;Acc:4298]",0.085851934,0.357432838,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170266","No"
"HIST1H2BH","histone cluster 1, H2bh [Source:HGNC Symbol;Acc:4755]",-0.28740178,0.236968476,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197459","No"
"RHBDL3","rhomboid, veinlet-like 3 (Drosophila) [Source:HGNC Symbol;Acc:16502]",-0.552617367,0.174264169,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000141314","No"
"C1orf159","chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:26062]",-0.02648763,0.846104873,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000131591","No"
"DUSP22","dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:16077]",0.007358335,0.951327534,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112679","No"
"S100A10","S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:10487]",-0.055290902,0.853635465,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197747","No"
"PTCD3","pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:24717]",-0.102041628,0.352701284,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132300","No"
"ZNF542","zinc finger protein 542 [Source:HGNC Symbol;Acc:25393]",0.190305792,0.104645132,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000240225","No"
"STOML1","stomatin (EPB72)-like 1 [Source:HGNC Symbol;Acc:14560]",-0.074409436,0.400404177,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000067221","No"
"KIAA0232","KIAA0232 [Source:HGNC Symbol;Acc:28992]",0.009031327,0.91215754,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000170871","No"
"VPS33A","vacuolar protein sorting 33 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:18179]",-0.097832577,0.164155718,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000139719","No"
"TMEM74","transmembrane protein 74 [Source:HGNC Symbol;Acc:26409]",-0.220937526,0.360847645,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164841","No"
"CCDC109B","coiled-coil domain containing 109B [Source:HGNC Symbol;Acc:26076]",0.252112445,0.286056815,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000005059","No"
"RNF43","ring finger protein 43 [Source:HGNC Symbol;Acc:18505]",-0.22412171,0.280035558,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000108375","No"
"NCL","nucleolin [Source:HGNC Symbol;Acc:7667]",0.037493988,0.778189927,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115053","No"
"GRAMD1B","GRAM domain containing 1B [Source:HGNC Symbol;Acc:29214]",0.200188288,0.167395601,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000023171","No"
"RAD51D","RAD51 paralog D [Source:HGNC Symbol;Acc:9823]",-0.01627505,0.9045848,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185379","No"
"RNF32","ring finger protein 32 [Source:HGNC Symbol;Acc:17118]",-0.142871055,0.522491769,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000105982","No"
"SLC37A4","solute carrier family 37 (glucose-6-phosphate transporter), member 4 [Source:HGNC Symbol;Acc:4061]",-0.095165162,0.340668331,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137700","No"
